code,name,description,language,category,category-name,category-description
12250,Infectious disease control,"Immunisation; prevention and control of infectious and parasite diseases,
                except malaria (12262), tuberculosis (12263), HIV/AIDS and other STDs (13040). It
                includes diarrheal diseases, vector-borne diseases (e.g. river blindness and guinea
                worm), viral diseases, mycosis, helminthiasis, zoonosis, diseases by other bacteria and
                viruses, pediculosis, etc.",en,122,Basic health,"Basic and primary health care programmes; paramedical and nursing care programmes; supply of drugs, medicines and vaccines related to basic health care."
12261,Health education,"Information, education and training of the population for improving health knowledge and practices; public health and awareness campaigns; promotion of improved personal hygiene practices, including use of sanitation facilities and handwashing with soap.",en,122,Basic health,"Basic and primary health care programmes; paramedical and nursing care programmes; supply of drugs, medicines and vaccines related to basic health care."
12262,Malaria control,Prevention and control of malaria.,en,122,Basic health,"Basic and primary health care programmes; paramedical and nursing care programmes; supply of drugs, medicines and vaccines related to basic health care."
12263,Tuberculosis control,"Immunisation, prevention and control of tuberculosis.",en,122,Basic health,"Basic and primary health care programmes; paramedical and nursing care programmes; supply of drugs, medicines and vaccines related to basic health care."
12281,Health personnel development,Training of health staff for basic health care services.,en,122,Basic health,"Basic and primary health care programmes; paramedical and nursing care programmes; supply of drugs, medicines and vaccines related to basic health care."
13010,Population policy and administrative management,"Population/development policies; census work, vital registration; migration
                data; demographic research/analysis; reproductive health research; unspecified
                population activities.",en,130,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,"Population/development policies; census work, vital registration; migration data; demographic research/analysis; reproductive health research; unspecified population activities."
13020,Reproductive health care,"Promotion of reproductive health; prenatal and postnatal care including
                delivery; prevention and treatment of infertility; prevention and management of
                consequences of abortion; safe motherhood activities.",en,130,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,"Population/development policies; census work, vital registration; migration data; demographic research/analysis; reproductive health research; unspecified population activities."
13030,Family planning,"Family planning services including counselling; information, education and
                communication (IEC) activities; delivery of contraceptives; capacity building and
                training.",en,130,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,"Population/development policies; census work, vital registration; migration data; demographic research/analysis; reproductive health research; unspecified population activities."
13040,STD control including HIV/AIDS,"All activities related to sexually transmitted diseases and HIV/AIDS control
                e.g. information, education and communication; testing; prevention; treatment,
                care.",en,130,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,"Population/development policies; census work, vital registration; migration data; demographic research/analysis; reproductive health research; unspecified population activities."
13081,Personnel development for population and reproductive health,"Education and training of health staff for population and reproductive health
                care services.",en,130,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,"Population/development policies; census work, vital registration; migration data; demographic research/analysis; reproductive health research; unspecified population activities."
14010,Water sector policy and administrative management,"Water sector policy and governance, including legislation, regulation, planning and management as well as transboundary management of water; institutional capacity development; activities supporting the Integrated Water Resource Management approach (IWRM:  see box below).",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14015,Water resources conservation (including data collection),"Collection and usage of quantitative and qualitative data on water resources; creation and sharing of water knowledge; conservation and rehabilitation of inland surface waters (rivers, lakes etc.), ground water and coastal waters; prevention of water contamination.",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14020,Water supply and sanitation - large systems,"Programmes where components according to 14021 and 14022 cannot be identified.  When components are known, they should individually be reported under their respective purpose codes:  water supply [14021], sanitation [14022], and hygiene [12261].",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14021,Water supply - large systems ,"Potable water treatment plants; intake works; storage; water supply pumping
                stations; large scale transmission / conveyance and distribution systems.",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14022,Sanitation - large systems,"Large scale sewerage including trunk sewers and sewage pumping stations;
                domestic and industrial waste water treatment plants.",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14030,Basic drinking water supply and basic sanitation,"Programmes where components according to 14031 and 14032 cannot be identified.  When components are known, they should individually be reported under their respective purpose codes:  water supply [14031], sanitation [14032], and hygiene [12261].",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14031,Basic drinking water supply,"Rural water supply schemes using handpumps, spring catchments, gravity-fed
                systems, rainwater collection and fog harvesting, storage tanks, small distribution
                systems typically with shared connections/points of use. Urban schemes using handpumps
                and local neighbourhood networks including those with shared connections.",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14032,Basic sanitation,"Latrines, on-site disposal and alternative sanitation systems, including the
                promotion of household and community investments in the construction of these
                facilities. (Use code 12261 for activities promoting improved personal hygiene
                practices.)",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14040,River basins’ development,Infrastructure focused integrated river basin projects and related institutional activities; river flow control; dams and reservoirs [excluding dams primarily for irrigation (31140) and hydropower (23065) and activities related to river transport (21040)].,en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14050,Waste management / disposal,"Municipal and industrial solid waste management, including hazardous and toxic
                waste; collection, disposal and treatment; landfill areas; composting and
                reuse.",en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
14081,Education and training in water supply and sanitation,Education and training for sector professionals and service providers.,en,140,WATER AND SANITATION,"Water sector policy, planning and programmes; water legislation and management; institution capacity building and advice; water supply assessments and studies; groundwater, water quality and watershed studies; hydrogeology; excluding agricultural water resources (31140)."
15110,Public sector policy and administrative management,"Institution-building assistance to strengthen core public sector management
                systems and capacities. This includes macro-economic and other policy management,
                co-ordination, planning and reform; human resource management; organisational
                development; civil service reform; e‑government; development planning, monitoring and
                evaluation; support to ministries involved in aid co-ordination; other ministries and
                government departments when sector cannot be specified. (Use specific sector codes for
                development of systems and capacities in sector ministries.) ",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15111,Public finance management,"Fiscal policy and planning; support to ministries of finance; strengthening financial and managerial accountability; public expenditure management; improving financial management systems; tax policy and administration; budget drafting; inter-governmental fiscal relations, public audit, public debt. (Use code 15114 for revenue-generating tax support and code 33120 for customs).",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15112,Decentralisation and support to subnational government,"Decentralisation processes (including political, administrative and fiscal
                dimensions); intergovernmental relations and federalism; strengthening departments of
                regional and local government, regional and local authorities and their national
                associations. (Use specific sector codes for decentralisation of sector management and
                services.) ",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15113,Anti-corruption organisations and institutions,"Specialised organisations, institutions and frameworks for the prevention of
                and combat against corruption, bribery, money-laundering and other aspects of organised
                crime, with or without law enforcement powers, e.g. anti-corruption commissions and
                monitoring bodies, special investigation services, institutions and initiatives of
                integrity and ethics oversight, specialised NGOs, other civil society and citizens’
                organisations directly concerned with corruption. ",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15114,Tax policy and tax administration support,"Support to the ministries of finance, revenue authorities or other local, regional or national public bodies on tax policy, analysis and administration (including “non-tax” public revenue).",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15120,Public sector financial management,"Strengthening financial and managerial accountability; public expenditure
                management; improving financial management systems; tax assessment procedures; budget
                drafting; field auditing; measures against waste, fraud and corruption.",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15130,Legal and judicial development,"Support to institutions, systems and procedures of the justice sector, both formal and informal; support to ministries of justice, the interior and home affairs; judges and courts; legal drafting services; bar and lawyers associations; professional legal education; maintenance of law and order and public safety; border management; law enforcement agencies, police, prisons and their supervision; ombudsmen; alternative dispute resolution, arbitration and mediation; legal aid and counsel; traditional, indigenous and paralegal practices that fall outside the formal legal system. Measures that support the improvement of legal frameworks, constitutions, laws and regulations; legislative and constitutional drafting and review; legal reform; integration of formal and informal systems of law. Public legal education; dissemination of information on entitlements and remedies for injustice; awareness campaigns. (Use codes 152xx for activities that are primarily aimed at supporting security system reform or undertaken in connection with post-conflict and peace building activities.)",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15140,Government administration,"Systems of government including parliament, local government, decentralisation;
                civil service and civil service reform. Including general services by government (or
                commissioned by government) not elsewhere specified e.g. police, fire protection;
                cartography, meteorology, legal metrology, aerial surveys and remote sensing;
                administrative buildings.",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15150,Democratic participation and civil society,"Support to the exercise of democracy and diverse forms of participation of
                citizens beyond elections (15151); direct democracy instruments such as referenda and
                citizens’ initiatives; support to organisations to represent and advocate for their
                members, to monitor, engage and hold governments to account, and to help citizens learn
                to act in the public sphere; curricula and teaching for civic education at various
                levels. (This purpose code is restricted to activities targeting governance issues. When
                assistance to civil society is for non-governance purposes use other appropriate purpose
                codes.)",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15151,Elections,"Electoral management bodies and processes, election observation, voters' education. (Use code 15230 when in the context of an international peacekeeping operation.)",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15152,Legislatures and political parties,"Assistance to strengthen key functions of legislatures/ parliaments including
                subnational assemblies and councils (representation; oversight; legislation), such as
                improving the capacity of legislative bodies, improving legislatures’ committees and
                administrative procedures,; research and information management systems; providing
                training programmes for legislators and support personnel. Assistance to political
                parties and strengthening of party systems.",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15153,Media and free flow of information,"Activities that support free and uncensored flow of information on public
                issues; activities that increase the editorial and technical skills and the integrity of
                the print and broadcast media, e.g. training of journalists. (Use codes 22010-22040 for
                provision of equipment and capital assistance to media.)",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15160,Human rights,"Measures to support specialised official human rights institutions and mechanisms at universal, regional, national and local levels in their statutory roles to promote and protect civil and political, economic, social and cultural rights as defined in international conventions and covenants; translation of international human rights commitments into national legislation; reporting and follow-up; human rights dialogue. Human rights defenders and human rights NGOs; human rights advocacy, activism, mobilisation; awareness raising and public human rights education. Human rights programming targeting specific groups, e.g. children, persons with disabilities, migrants, ethnic, religious, linguistic and sexual minorities, indigenous people and those suffering from caste discrimination, victims of trafficking, victims of torture. (Use code 15230 when in the context of a peacekeeping operation)",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15161,Elections,"Electoral assistance and monitoring, voters' education
            [other than in connection with UN peace building
            (15230)].",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15162,Human rights,"Monitoring of human rights performance; support for
            national and regional human rights bodies; protection of ethnic,
            religious and cultural minorities [other than in connection with un
            peace building (15230)].",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15163,Free flow of information,"Uncensored flow of information on public issues,
            including activities that increase the professionalism, skills and
            integrity of the print and broadcast media (e.g. training of
            journalists).",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15164,Women's equality organisations and institutions,"Support for institutions and organisations
            (governmental and non-governmental) working for gender equality and
            women's empowerment.",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15170,Women’s equality organisations and institutions,"Support for institutions and organisations (governmental and non-governmental)
                working for gender equality and women's empowerment.",en,151,"Government and civil society, general","Macro-economic, fiscal and monetary policy and planning; social planning; economic and social analysis and forecasting; development planning and preparation of structural reforms; organisational development; support to ministries involved in aid co-ordination; other ministries and government departments when sector cannot be specified. (Use code 51010 for budget support to macroeconomic reforms.)"
15210,Security system management and reform,"Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance. [Other than in the context of an international peacekeeping operation (15230)].",en,152,"Conflict prevention and resolution, peace and security","Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance."
15220,"Civilian peace-building, conflict prevention and resolution","Support for civilian activities related to peace building, conflict prevention and resolution, including capacity building, monitoring, dialogue and information exchange. Bilateral participation in international civilian peace missions such as those conducted by the UN Department of Political Affairs (UNDPA) or the European Union (European Security and Defence Policy), and contributions to civilian peace funds or commissions (e.g. Peacebuilding Commission, Peacebuilding thematic window of the MDG achievement fund etc.). The contributions can take the form of financing or provision of equipment or civilian or military personnel (e.g. for training civilians). (Use code 15230 for bilateral participation in international peacekeeping operations).",en,152,"Conflict prevention and resolution, peace and security","Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance."
15230,Participation in international peacekeeping operations,"Bilateral participation in peacekeeping operations mandated or authorised by the United Nations (UN) through Security Council resolutions, and conducted by international organisations, e.g. UN, NATO, the European Union (Security and Defence Policy security-related operations), or regional groupings of developing countries. Direct contributions to the UN Department for Peacekeeping Operations (UNDPKO) budget are excluded from bilateral ODA (they are reportable in part as multilateral ODA, see Annex 2 of DAC Directives). The activities that can be reported as bilateral ODA under this code are limited to: human rights and election monitoring; reintegration of demobilised soldiers; rehabilitation of basic national infrastructure; monitoring or retraining of civil administrators and police forces; security sector reform and other rule of law-related activities; training in customs and border control procedures; advice or training in fiscal or macroeconomic stabilisation policy; repatration and demobilisation of armed factions, and disposal of their weapons; explosive mine removal. The enforcement aspects of international peacekeeping operations are not reportable as ODA. ODA-eligible bilateral participation in peacekeeping operations can take the form of financing or provision of equipment or military or civilian personnel (e.g. police officers). The reportable cost is calculated as the excess over what the personnel and equipment would have cost to maintain had they not been assigned to take part in a peace operation. International peacekeeping operations may include humanitarian-type activities (contributions to the form of equipment or personnel), as described in paragraphs 184 and 185 of DAC Directives. These should be included under code 15230 if they are an integrated part of the activities above, otherwise they should be reported as humanitarian aid. NB: When using this code, indicate the name of the operation in the short description of the activity reported.",en,152,"Conflict prevention and resolution, peace and security","Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance."
15240,Reintegration and SALW control,"Reintegration of demobilised military personnel into the economy; conversion of production facilities from military to civilian outputs; technical co-operation to control, prevent and/or reduce the proliferation of small arms and light weapons (SALW) – see para. 45 of the DAC Statistical Reporting Directives for definition of SALW activities covered. [Other than in the context of an international peacekeeping operation (15230) or child soldiers (15261)].",en,152,"Conflict prevention and resolution, peace and security","Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance."
15250,Removal of land mines and explosive remnants of war,"All activities related to land mines and explosive remnants of war which have benefits to developing countries as their main objective, including removal of land mines and explosive remnants of war, and stockpile destruction for developmental purposes [other than in the context of an international peacekeeping operation (15230)]; risk education and awareness raising; rehabilitation, reintegration and assistance to victims, and research and development on demining and clearance. Only activities for civilian purposes are ODA-eligible.",en,152,"Conflict prevention and resolution, peace and security","Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance."
15261,Child soldiers (Prevention and demobilisation),"Technical co-operation provided to government – and assistance to civil society organisations – to support and apply legislation designed to prevent the recruitment of child soldiers, and to demobilise, disarm, reintegrate, repatriate and resettle (DDR) child soldiers.",en,152,"Conflict prevention and resolution, peace and security","Technical co-operation provided to parliament, government ministries, law enforcement agencies and the judiciary to assist review and reform of the security system to improve democratic governance and civilian control; technical co-operation provided to government to improve civilian oversight and democratic control of budgeting, management, accountability and auditing of security expenditure, including military budgets, as part of a public expenditure management programme; assistance to civil society to enhance its competence and capacity to scrutinise the security system so that it is managed in accordance with democratic norms and principles of accountability, transparency and good governance."
16010,Social/ welfare services,"Social legislation and administration; institution capacity building and
                advice; social security and other social schemes; special programmes for the elderly,
                orphans, the disabled, street children; social dimensions of structural adjustment;
                unspecified social infrastructure and services, including consumer
                protection.",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16020,Employment policy and administrative management,"Employment policy and planning; labour law; labour unions; institution capacity
                building and advice; support programmes for unemployed; employment creation and income
                generation programmes; occupational safety and health; combating child
                labour.",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16030,Housing policy and administrative management,"Housing sector policy, planning and programmes; excluding low-cost housing and
                slum clearance (16040).",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16040,Low-cost housing,Including slum clearance.,en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16050,Multisector aid for basic social services,"Basic social services are defined to include basic education, basic health,
                basic nutrition, population/reproductive health and basic drinking water supply and
                basic sanitation.",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16061,Culture and recreation,Including libraries and museums.,en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
16062,Statistical capacity building,"Both in national statistical offices and any other government
                ministries.",en,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,"Social legislation and administration; institution capacity building and advice; social security and other social schemes; special programmes for the elderly, orphans, the disabled, street children; social dimensions of structural adjustment; unspecified social infrastructure and services, including consumer protection."
